"created
_at",Kwh,vry,vyb,vbr,vrn,vyn,vbn,ir,iy,ib
"2019-09-
16T14:0
0:00.000
Z","0.02146
259999
999893",402,"0.00817
871093
75",400,231,233,231,"2.26562
5",2.3125,2.25
"2019-09-
16T14:0
2:00.000
Z","0.02117
861999
99915",402,"0.00787
353515
625",402,232,234,232,"2.17187
5",2.21875,2.46875
"2019-09-
16T14:0
4:00.000
Z","0.02110
886000
000755
3",402,"0.00836
181640
625",402,231,233,231,"2.20312
5",2.25,2.5625
"2019-09-
16T14:0
6:00.000
Z","0.02135
473999
999521
6",402,"0.00848
388671
875",400,231,233,231,2.25,"2.20312
5",2.4375
"2019-09-
16T14:0
7:00.000
Z","0.02108
126000
000629
5",400,"0.00817
871093
75",400,231,233,231,2.25,2.28125,"2.45312
5"
"2019-09-
16T14:0
9:00.000
Z","0.02131
873999
998788
4",398,"0.00738
525390
625",398,228,232,231,"2.17187
5","2.29687
5","2.45312
5"
"2019-09-
16T14:1
1:00.000
Z","0.02155
385999
999998
7",398,"0.00787
353515
625",398,230,232,231,"2.14062
5","2.26562
5","2.76562
5"
"2019-09-16T14:1
2:00.000
Z","0.0212548000
000417
3",400,"0.00787353515
625",400,229,233,231,2.203125,2.265625,2.703125
"2019-09-
16T14:1
4:00.000
Z","0.02150
527999
999758
3",398,"0.00762
939453
125",398,228,232,231,"2.20312
5","2.26562
5","2.82812
5"
"2019-09-
16T14:1
6:00.000
Z","0.02158
740000
000398
3",400,"0.00787
353515
625",398,229,231,231,"2.17187
5",2.25,2.5625
"2019-09-
16T14:1
7:00.000
Z","0.02152
375999
99964",398,"0.00778
198242
1875",398,229,232,231,2.21875,"2.35937
5","2.42187
5"
"2019-09-
16T14:1
9:00.000
Z","0.02162
722000
00094",396,"0.00781
25",398,228,232,230,2.1875,2.34375,"2.42187
5"
"2019-09-
16T14:2
1:00.000
Z","0.02146
295999
998983
4",396,"0.00765
991210
9375",396,228,232,231,"2.17187
5","2.29687
5",2.5
"2019-09-
16T14:2
2:00.000
Z","0.02143
882000
001031",398,"0.00787
353515
625",398,229,232,231,2.1875,2.15625,"2.82812
5"
"2019-09-
16T14:2
4:00.000
Z","0.02152
575999
998953",396,"0.00732
421875",396,229,230,230,"2.23437
5",2.28125,2.53125
"2019-09-
16T14:2
6:00.000
Z","0.02132
812000
000558
5",396,"0.00830
078125",398,229,230,229,"2.23437
5","2.35937
5",2.53125
"2019-09-
16T14:2
8:00.000
Z","0.02141
670000
000158
2",398,"0.00775
146484
375",396,228,231,230,2.21875,"2.23437
5",2.53125
"2019-09-
16T14:2
9:00.000
Z","0.02150
113999
999303",396,"0.00823
974609
375",398,229,231,230,2.25,2.40625,"2.48437
5"
"2019-09-
16T14:3
1:00.000
Z","0.02125
818000
000436",396,"0.00799
560546
875",396,229,231,230,"2.20312
5","2.26562
5","2.54687
5"
"2019-09-
16T14:3
3:00.000
Z","0.02155
924000
000231
8",396,"0.00823
974609
375",394,226,231,229,2.25,2.28125,"2.48437
5"
"2019-09-
16T14:3
4:00.000
Z","0.02137
406000
000192",396,"0.00817
871093
75",396,228,231,229,"2.17187
5","2.39062
5",2.5
"2019-09-
16T14:3
6:00.000
Z","0.02155
337999
999756",398,"0.00891
113281
25",398,229,231,229,"2.14062
5",2.34375,2.53125
"2019-09-
16T14:3
8:00.000
Z","0.02161
827999
999514",394,"0.00805
664062
5",396,229,231,229,2.1875,2.34375,"2.35937
5"
"2019-09-
16T14:3
9:00.000
Z","0.02117
122000
000381
4",396,"0.00793
457031
25",394,228,231,229,2.21875,"2.29687
5","2.48437
5"
"2019-09-
16T14:4
1:00.000
Z","0.02149
323999
999615",396,"0.00823
974609
375",396,228,231,232,"2.07812
5","2.26562
5",2.78125
"2019-09-
16T14:4
3:00.000
Z","0.02131
888000
000617
4",406,"0.00781
25",404,232,235,234,"2.20312
5","2.26562
5","2.51562
5"
"2019-09-
16T14:4
4:00.000
Z","0.02153
261999
999813
2",404,"0.00793
457031
25",404,233,236,234,2.21875,"2.26562
5",2.40625
"2019-09-
16T14:4
6:00.000
Z","0.02126
403999
999456
5",402,"0.00762
939453
125",404,233,236,234,"2.17187
5","2.26562
5","2.29687
5"
"2019-09-
16T14:4
8:00.000
Z","0.02148
330000
000714
7",404,"0.00799
560546
875",404,232,236,234,"2.10937
5",2.28125,2.6875
"2019-09-
16T14:4
9:00.000
Z","0.02154
271999
999764
2",404,"0.00775
146484
375",404,232,236,234,2.09375,"2.29687
5","2.73437
5"
"2019-09-
16T14:5
1:00.000
Z","0.02131
548000
000475
4",404,"0.00778
198242
1875",404,233,236,234,"2.17187
5",2.21875,2.71875
"2019-09-
16T14:5
3:00.000
Z","0.02150
607999
999192
7",404,"0.00805
664062
5",404,232,237,234,2.21875,"2.29687
5",2.4375
"2019-09-
16T14:5
5:00.000
Z","0.02138
375999
999698
3",404,"0.00793
457031
25",404,232,236,234,2.125,"2.32812
5",2.53125
"2019-09-
16T14:5
6:00.000
Z","0.02164
014000
000315
6",404,"0.00772
094726
5625",404,232,236,233,"2.17187
5",2.28125,"2.42187
5"
"2019-09-
16T14:5
8:00.000
Z","0.02149
628000
000666
4",404,"0.00799
560546
875",406,234,236,235,"2.23437
5","2.32812
5",2.34375
"2019-09-
16T15:0
0:00.000
Z","0.02138
391999
999294",402,"0.00811
767578
125",404,234,235,234,2.125,"2.29687
5",2.5625
"2019-09-
16T15:0
1:00.000
Z","0.02145
889999
999781",406,"2.20992
937954
59005e-
36",404,233,236,235,2.09375,2.21875,2.625
"2019-09-
16T15:0
3:00.000
Z","0.02138
722000
000416
2",404,"0.00753
784179
6875",406,232,237,235,"2.20312
5","2.23437
5","2.57812
5"
"2019-09-
16T15:0
5:00.000
Z","0.02157
884000
000194
5",406,"0.00781
25",404,232,237,235,2.15625,2.25,2.65625
"2019-09-
16T15:0
6:00.000
Z","0.02157
824000
000255
2",406,"0.00769
042968
75",406,233,237,235,"2.10937
5",2.3125,2.6875
"2019-09-
16T15:0
8:00.000
Z","0.02142
272000
00023",406,"0.00769
042968
75",406,233,236,235,2.15625,2.28125,"2.51562
5"
"2019-09-
16T15:1
0:00.000
Z","0.02156
697999
998869",412,"0.00817
871093
75",410,235,240,238,"2.10937
5",2.3125,"2.45312
5"
"2019-09-
16T15:1
1:00.000
Z","0.02154
502000
000502
5",410,"2.20992
937954
59005e-
36",412,237,240,238,2.15625,2.28125,"2.48437
5"
"2019-09-
16T15:1
3:00.000
Z","0.02148
324000
000139",410,"0.00854
492187
5",410,237,239,237,"2.07812
5","2.26562
5",2.53125
"2019-09-
16T15:1
5:00.000
Z","0.02158
161999
999720
3",410,"0.00848
388671
875",410,237,239,238,2.21875,"2.26562
5","2.10937
5"
"2019-09-
16T15:1
7:00.000
Z","0.02116
362000
000663",410,"0.00817
871093
75",410,234,240,238,2.09375,2.28125,"2.54687
5"
"2019-09-
16T15:1
8:00.000
Z","0.02172
782000
000006
4",406,"0.00848
388671
875",408,236,240,238,2.09375,"2.23437
5","2.67187
5"
"2019-09-
16T15:2
0:00.000
Z","0.02168
171999
999322",410,"0.00817
871093
75",410,235,240,238,2.125,2.21875,"2.73437
5"
"2019-09-
16T15:2
2:00.000
Z","0.02156
712000
000698",410,"0.00811
767578
125",408,235,240,238,2.0625,"2.29687
5","2.76562
5"
"2019-09-
16T15:2
3:00.000
Z","0.02177
611999
999499",410,"0.00811
767578
125",410,235,240,238,2,"2.42187
5",2.8125
"2019-09-
16T15:2
5:00.000
Z","0.02194
931999
999971
7",412,"0.00842
285156
25",412,236,240,238,"2.04687
5",2.34375,2.78125
"2019-09-
16T15:2
7:00.000
Z","0.02158
336000
000417
7",412,"0.00823
974609
375",412,237,240,238,"2.04687
5",2.34375,2.65625
"2019-09-
16T15:2
8:00.000
Z","0.02183
797999
999660
7",412,"0.00787
353515
625",412,238,240,238,"2.17187
5",2.28125,"2.60937
5"
"2019-09-
16T15:3
0:00.000
Z","0.02148
922000
000311
5",412,"0.00860
595703
125",412,238,240,239,2.21875,"2.32812
5","2.39062
5"
"2019-09-
16T15:3
2:00.000
Z","0.02181
324000
000313
4",412,"2.20992
937954
59005e-
36",412,237,240,239,"2.10937
5",2.25,"2.45312
5"
"2019-09-
16T15:3
3:00.000
Z","0.02177
559999
999357
4",412,"0.00830
078125",412,238,240,239,"2.14062
5",2.25,2.5625
"2019-09-
16T15:3
5:00.000
Z","0.02159
533999
999985
2",412,"0.00836
181640
625",414,239,240,239,"2.20312
5",2.375,2.3125
"2019-09-
16T15:3
7:00.000
Z","0.02156
178000
000363
5",414,"0.00848
388671
875",412,237,240,239,"2.17187
5",2.3125,"2.45312
5"
"2019-09-
16T15:3
9:00.000
Z","0.02139
082000
000053
2",412,"0.00811
767578
125",412,238,240,239,2.21875,2.3125,2.53125
"2019-09-
16T15:4
0:00.000
Z","0.02163
671999
999496
7",410,"0.00836
181640
625",412,237,240,239,2.1875,"2.32812
5","2.26562
5"
"2019-09-
16T15:4
2:00.000
Z","0.02164
115999
999922",410,"0.00811
767578
125",410,235,"2.29221
398410
34606e-
36",239,"2.14062
5",2.21875,"2.20312
5"
"2019-09-
16T15:4
4:00.000
Z","0.02124
658000
000636",412,"0.00830
078125",412,236,241,239,"2.10937
5","2.23437
5","2.45312
5"
"2019-09-
16T15:4
5:00.000
Z","0.02171
517999
999923
7",412,"0.00830
078125",412,"2.29221
398410
34606e-
36",241,239,2.09375,2.28125,2.34375
"2019-09-
16T15:4
7:00.000
Z","0.02137
961999
999242
8",410,"0.00830
078125",410,236,241,239,"2.17187
5","2.39062
5","2.20312
5"
"2019-09-
16T15:4
8:00.000
Z","0.00891
302000
000723
6",416,"0.00842
285156
25",414,239,241,239,2.125,"2.42187
5","2.35937
5"
"2019-09-
16T15:4
9:00.000
Z","0.02182
839999
999851",414,"0.00823
974609
375","2.29221
398410
34606e-
36",238,240,239,2.15625,"2.26562
5","2.32812
5"
"2019-09-
16T15:5
1:00.000
Z","0.02191
555999
999400
2",414,"0.00823
974609
375",414,239,"2.29221
398410
34606e-
36",239,2.21875,2.34375,"2.32812
5"
"2019-09-
16T15:5
3:00.000
Z","0.02128
848000
000289
2",404,"0.00878
90625",406,233,237,235,2.15625,"2.32812
5",2.5625
"2019-09-
16T15:5
4:00.000
Z","0.02149
211999
999533
7",406,"0.00878
90625",406,234,236,235,"2.17187
5",2.28125,2.59375
"2019-09-
16T15:5
6:00.000
Z","0.02140
448000
001197
3",406,"0.00848
388671
875",406,235,236,235,2.1875,"2.29687
5",2.59375
"2019-09-
16T15:5
8:00.000
Z","0.02179
653999
999573",408,"0.00885
009765
625",408,235,237,235,2.15625,2.34375,2.25
"2019-09-
16T15:5
9:00.000
Z","0.02173
904000
000038
6",408,"0.00885
009765
625",410,238,237,237,"2.17187
5","2.35937
5",2.25
"2019-09-
16T16:0
1:00.000
Z","0.02161
913999
999524
2",410,"0.00878
90625",410,237,238,237,"2.20312
5","2.32812
5",2.25
"2019-09-
16T16:0
3:00.000
Z","0.02181
062000
000383
7",410,"0.00897
216796
875",410,237,239,238,2.1875,"2.39062
5","2.39062
5"
"2019-09-
16T16:0
5:00.000
Z","0.02154
054000
000178
4",410,"0.00872
802734
375",410,236,239,238,2.15625,"2.35937
5",2.59375
"2019-09-
16T16:0
6:00.000
Z","0.02198
675999
999977
6",412,"0.00885
009765
625",410,236,239,238,"2.14062
5","2.39062
5",2.34375
"2019-09-
16T16:0
8:00.000
Z","0.02181
089999
999676
4",408,"0.00823
974609
375",410,236,238,237,"2.10937
5",2.3125,2.59375
"2019-09-
16T16:1
0:00.000
Z","0.02179
240000
000572
8",410,"0.00891
113281
25",410,237,239,237,"2.10937
5","2.35937
5",2.40625
"2019-09-
16T16:1
1:00.000
Z","0.02166
599999
999743
7",408,"0.00860
595703
125",410,235,240,237,2.03125,2.25,"2.51562
5"
"2019-09-
16T16:1
3:00.000
Z","0.02145
204000
000376
3",410,"0.00860
595703
125",408,234,240,238,"2.10937
5","2.26562
5","2.54687
5"
"2019-09-
16T16:1
5:00.000
Z","0.02186
065999
999118
5",412,"0.00878
90625",412,238,239,238,"2.07812
5","2.29687
5",2.3125
"2019-09-
16T16:1
6:00.000
Z","0.02173
653999
999806",410,"0.00903
320312
5",410,236,239,238,2.21875,2.4375,"2.17187
5"
"2019-09-
16T16:1
8:00.000
Z","0.02148
881999
999866
6","2.29221
398410
34606e-
36","0.00891
113281
25",410,237,239,238,"2.01562
5","2.45312
5","2.29687
5"
"2019-09-
16T16:2
0:00.000
Z","0.02185
164000
000804
8",412,"0.00891
113281
25",410,236,240,238,2.03125,2.28125,2.4375
"2019-09-
16T16:2
1:00.000
Z","0.02179
952000
000048
5",412,"0.00885
009765
625",412,237,239,238,2.09375,2.25,"2.54687
5"
"2019-09-
16T16:2
3:00.000
Z","0.02162
235999
999393
2",410,"0.00878
90625",410,237,239,238,2.125,"2.29687
5",2.46875
"2019-09-
16T16:2
5:00.000
Z","0.02183
496000
000741
5",412,"0.00866
699218
75",408,235,240,239,"2.14062
5",2.3125,2.53125
"2019-09-
16T16:2
7:00.000
Z","0.02193
495999
999868",412,"0.00885
009765
625",412,237,241,238,"2.14062
5",2.34375,"2.32812
5"
"2019-09-
16T16:2
8:00.000
Z","0.02161
701999
999058
8",412,"0.00891
113281
25",412,236,240,238,"2.20312
5","2.39062
5",2.21875
"2019-09-
16T16:3
0:00.000
Z","0.02196
626000
000105
6",414,"0.00860
595703
125",412,238,240,239,"2.17187
5",2.3125,"2.42187
5"
"2019-09-
16T16:3
2:00.000
Z","0.02207
558000
000426
5",412,"0.00878
90625",412,238,240,240,2.09375,"2.32812
5","2.25694
915357
8792e-
36"
"2019-09-
16T16:3
3:00.000
Z","0.02211
538000
000291
5",414,"0.00878
90625",414,238,241,240,2.15625,"2.32812
5",2.6875
"2019-09-
16T16:3
5:00.000
Z","0.02179
768000
000331",414,"0.00891
113281
25",414,238,242,240,2.15625,2.25,2.59375
"2019-09-
16T16:3
7:00.000
Z","0.02220
849999
999336
5",414,"0.00903
320312
5",414,239,241,240,2.15625,2.375,2.4375
"2019-09-
16T16:3
8:00.000
Z","0.02254
481999
999552
5",414,"0.00885
009765
625",414,240,241,240,2.21875,"2.35937
5",2.6875
"2019-09-
16T16:4
0:00.000
Z","0.02237
847999
99994",416,"0.00860
595703
125",414,239,241,240,"2.10937
5",2.3125,"2.32812
5"
"2019-09-
16T16:4
2:00.000
Z","0.02184
000000
001106",414,"0.00878
90625",414,238,242,240,2.0625,2.3125,2.40625
"2019-09-
16T16:4
3:00.000
Z","0.02170
175999
999628
5",416,"0.00897
216796
875",414,239,"2.29221
398410
34606e-
36",240,2.125,2.28125,"2.25694
915357
8792e-
36"
"2019-09-
16T16:4
5:00.000
Z","0.02187
608000
000182",418,"0.00921
630859
375",416,240,241,240,"2.14062
5","2.26562
5",2.53125
"2019-09-
16T16:4
7:00.000
Z","0.02185
255999
999935
8",416,"0.00903
320312
5",408,236,236,236,"2.20312
5","2.45312
5","2.26562
5"
"2019-09-
16T16:4
8:00.000
Z","0.02196
768000
000156
5",408,"0.00952
148437
5",408,235,236,236,"2.17187
5",2.4375,2.375
"2019-09-
16T16:5
0:00.000
Z","0.02199
771999
999939",406,"0.00933
837890
625",406,233,237,236,"2.23437
5","2.35937
5",2.5625
"2019-09-
16T16:5
2:00.000
Z","0.02160
691999
999107
8",404,"0.00939
941406
25","2.29221
398410
34606e-
36",232,237,236,"2.04687
5",2.3125,2.65625
"2019-09-
16T16:5
4:00.000
Z","0.02196
182000
001136",406,"0.00939
941406
25",406,232,238,236,2.125,2.28125,2.625
"2019-09-
16T16:5
5:00.000
Z","0.02212
235999
999393
3",406,"0.00903
320312
5",406,234,238,236,2.1875,2.28125,"2.67187
5"
"2019-09-
16T16:5
7:00.000
Z","0.02233
281999
999599",408,"0.00897
216796
875",408,235,"2.29221
398410
34606e-
36",236,"2.23437
5",2.28125,"2.51562
5"
"2019-09-
16T16:5
9:00.000
Z","0.02237
890000
001061
7",406,"0.00927
734375",408,235,237,236,2.25,"2.54687
5",2.28125
"2019-09-
16T17:0
0:00.000
Z","0.02227
353999
999468
3",406,"0.00927
734375",406,234,238,237,2.1875,"2.51562
5","2.39062
5"
"2019-09-
16T17:0
2:00.000
Z","0.02223
010000
000067
6",408,"2.20992
937954
59005e-
36",408,235,239,237,2.15625,"2.39062
5",2.625
"2019-09-
16T17:0
4:00.000
Z","0.02239
092000
000528
2",408,"0.00927
734375",408,234,239,237,"2.14062
5","2.35937
5",2.71875
"2019-09-
16T17:0
5:00.000
Z","0.02223
667999
998724
5",410,"0.00921
630859
375",408,234,238,237,2.15625,2.28125,"2.67187
5"
"2019-09-
16T17:0
7:00.000
Z","0.02251
842000
000761",410,"0.00933
837890
625",410,236,238,237,"2.23437
5","2.45312
5",2.46875
"2019-09-
16T17:0
9:00.000
Z","0.02231
695999
999647
2",408,"0.00927
734375",408,"2.29221
398410
34606e-
36",238,236,"2.23437
5",2.5,"2.35937
5"
"2019-09-
16T17:1
0:00.000
Z","0.02252
850000
000035",406,"0.00915
527343
75",408,236,237,236,2.21875,"2.42187
5",2.46875
"2019-09-
16T17:1
2:00.000
Z","0.02239
746000
000741",408,"0.00933
837890
625",408,236,237,237,2.28125,"2.42187
5",2.40625
"2019-09-
16T17:1
4:00.000
Z","0.02216
421999
999147
4",408,"0.00909
423828
125",408,235,238,237,2.09375,"2.26562
5","2.57812
5"
"2019-09-
16T17:1
5:00.000
Z","0.02197
204000
000783
6",406,"0.00860
595703
125",406,234,238,236,2.1875,2.5625,"2.39062
5"
"2019-09-
16T17:1
7:00.000
Z","0.02239
109999
999345
7",406,"0.00921
630859
375",406,234,238,236,"2.23437
5","2.54687
5",2.3125
"2019-09-
16T17:1
9:00.000
Z","0.02260
060000
000521
7",406,"0.00897
216796
875",406,233,238,237,"2.17187
5",2.3125,2.34375
"2019-09-
16T17:2
1:00.000
Z","0.02255
094000
000099",408,"0.00903
320312
5",408,236,238,237,"2.10937
5","2.32812
5","2.76562
5"
"2019-09-
16T17:2
2:00.000
Z","0.02290
583999
999216
6",408,"0.00903
320312
5",408,234,238,236,2.0625,2.375,2.8125
"2019-09-
16T17:2
4:00.000
Z","0.02248
638000
00021",410,"0.00872
802734
375",408,235,238,237,2.15625,2.375,2.90625
"2019-09-
16T17:2
6:00.000
Z","0.02294
232000
000192
8",410,"0.00939
941406
25",410,236,238,237,"2.17187
5",2.3125,2.6875
"2019-09-
16T17:2
7:00.000
Z","0.02238
684000
000648
6",410,"0.00885
009765
625",410,236,238,238,2.125,"2.39062
5",2.71875
"2019-09-
16T17:2
9:00.000
Z","0.02272
269999
999844",410,"0.00921
630859
375",410,236,239,238,2.1875,2.4375,2.5625
"2019-09-
16T17:3
1:00.000
Z","0.02263
618000
000133",410,"0.00915
527343
75",408,232,235,234,"2.23437
5","2.32812
5","2.51562
5"
"2019-09-
16T17:3
2:00.000
Z","0.02235
489999
999117
4",404,"0.00939
941406
25",404,233,235,234,2.28125,2.34375,"2.70312
5"
"2019-09-
16T17:3
4:00.000
Z","0.02257
723999
999871",402,"0.00976
5625",404,233,235,234,2.1875,2.375,2.75
"2019-09-
16T17:3
6:00.000
Z","0.02231
062000
000383
7",402,"0.00946
044921
875",404,"2.29221
398410
34606e-
36","2.29221
398410
34606e-
36",234,"2.23437
5",2.34375,2.59375
"2019-09-
16T17:3
7:00.000
Z","0.02267
227999
999886
5",404,"0.00982
666015
625",402,232,235,234,"2.20312
5","2.39062
5",2.75
"2019-09-
16T17:3
9:00.000
Z","0.02293
147999
999928
2",404,"0.00939
941406
25",404,232,235,234,"2.23437
5","2.29687
5",2.5625
"2019-09-
16T17:4
1:00.000
Z","0.02248
260000
000300
3",404,"0.00921
630859
375",404,"2.29221
398410
34606e-
36",236,235,"2.17187
5","2.32812
5",2.6875
"2019-09-
16T17:4
3:00.000
Z","0.02267
225999
999209
3",404,"0.00909
423828
125",404,233,236,235,2.15625,"2.45312
5",2.5
"2019-09-
16T17:4
4:00.000
Z","0.02253
392000
000167",406,"0.00946
044921
875",406,"2.29221
398410
34606e-
36",236,235,"2.17187
5","2.32812
5","2.70312
5"
"2019-09-
16T17:4
6:00.000
Z","0.02284
002000
000327
8",404,"0.00933
837890
625",406,235,236,235,"2.23437
5","2.45312
5","2.42187
5"
"2019-09-
16T17:4
8:00.000
Z","0.02276
357999
999891",404,"0.00927
734375",404,233,235,234,2.3125,"2.51562
5",2.3125
"2019-09-
16T17:4
9:00.000
Z","0.02217
712000
000756",406,"0.00958
251953
125",404,233,236,234,"2.23437
5","2.51562
5",2.375
"2019-09-
16T17:5
1:00.000
Z","0.04454
489999
999350
4",406,"0.00952
148437
5",406,233,236,235,"2.26562
5",2.3125,2.5625
"2019-09-
16T17:5
3:00.000
Z",0,406,"0.00952
148437
5",406,233,236,235,"2.26562
5",2.3125,2.5625
"2019-09-
16T17:5
4:00.000
Z","0.02221
734000
000287
8",408,"0.00952
148437
5",406,234,237,235,"2.20312
5","2.32812
5",2.65625
"2019-09-
16T17:5
6:00.000
Z","0.02259
732000
000076
4",408,"0.00921
630859
375",406,234,237,236,2.21875,2.375,"2.64062
5"
"2019-09-
16T17:5
8:00.000
Z","0.02228
422000
000136
7",408,"0.00927
734375",406,234,237,236,"2.25694
915357
8792e-3
6","2.29687
5","2.57812
5"
"2019-09-
16T17:5
9:00.000
Z","0.02241
128000
000026
2",406,"0.00903
320312
5",406,234,237,236,"2.23437
5","2.26562
5",2.5625
"2019-09-
16T18:0
1:00.000
Z","0.02233
123999
999952
3",408,"0.00970
458984
375",408,235,237,236,2.21875,2.3125,"2.60937
5"
"2019-09-
16T18:0
3:00.000
Z","0.04522
177999
999258",406,"0.00958
251953
125",406,234,236,235,2.21875,"2.45312
5",2.53125
"2019-09-
16T18:0
5:00.000
Z",0,406,"0.00958
251953
125",406,234,236,235,2.21875,"2.45312
5",2.53125
"2019-09-
16T18:0
6:00.000
Z","0.02214
416000
001074
4",404,"0.00939
941406
25",404,233,237,235,"2.29687
5",2.34375,2.46875
"2019-09-
16T18:0
8:00.000
Z","0.02241
201999
998884
4",406,"0.00946
044921
875",406,233,236,235,2.21875,2.46875,"2.35937
5"
"2019-09-
16T18:1
0:00.000
Z","0.02218
020000
000251
6",406,"0.00976
5625",404,233,236,235,2.25,2.40625,"2.39062
5"
"2019-09-
16T18:1
1:00.000
Z","0.02244
127999
999909
5",404,"0.00976
5625",404,233,236,235,2.21875,"2.35937
5","2.70312
5"
"2019-09-
16T18:1
3:00.000
Z","0.02240
200000
000186",404,"0.00964
355468
75",404,233,236,234,2.15625,2.375,"2.89062
5"
"2019-09-
16T18:1
5:00.000
Z","0.02230
857999
999716
3",406,"0.00958
251953
125",406,233,236,234,"2.23437
5","2.26562
5",2.78125
"2019-09-
16T18:1
6:00.000
Z","0.02250
366000
000213",404,"0.00964
355468
75",404,233,236,234,"2.29687
5",2.34375,"2.48437
5"
"2019-09-
16T18:1
8:00.000
Z","0.02206
622000
000788
7",404,"0.00988
769531
25",404,"2.29221
398410
34606e-
36",236,233,"2.26562
5",2.28125,2.5625
"2019-09-
16T18:2
0:00.000
Z","0.02243
445999
998948
4",398,"0.00970
458984
375",400,230,234,232,"2.17187
5","2.35937
5",2.6875
"2019-09-
16T18:2
1:00.000
Z","0.04480
468000
000109
6",400,"0.00964
355468
75",400,230,234,232,2.28125,2.34375,"2.73437
5"
"2019-09-
16T18:2
3:00.000
Z",0,400,"0.00964
355468
75",400,230,234,232,2.28125,2.34375,"2.73437
5"
"2019-09-
16T18:2
5:00.000
Z","0.02238
367999
999900
4",400,"0.00988
769531
25",400,232,233,232,"2.23437
5","2.42187
5","2.64062
5"
"2019-09-
16T18:2
6:00.000
Z","0.04502
426000
000559
6",402,"0.01025
390625",402,231,233,232,2.21875,2.375,2.625
"2019-09-
16T18:2
8:00.000
Z",0,402,"0.01025
390625",402,231,233,232,2.21875,2.375,2.625
"2019-09-
16T18:3
0:00.000
Z","0.02236
595999
999554",400,"0.01000
976562
5",400,232,233,231,2.21875,"2.42187
5","2.67187
5"
"2019-09-
17T08:2
1:00.000
Z","0.00254
159999
999683
35",406,0,408,234,237,235,"2.24519
421007
0569e-3
6","1.05468
75","1.42968
75"
"2019-09-
17T08:2
3:00.000
Z","0.01576
228000
000992
3",408,"0.00607
299804
6875",404,233,236,235,"2.23437
5","2.39062
5",2.21875
"2019-09-
17T08:2
4:00.000
Z","0.02130
947999
999625
5",406,"0.00610
351562
5",408,235,236,235,"2.17187
5",2.3125,"2.42187
5"
"2019-09-
17T08:2
6:00.000
Z","0.02149
928000
000364",406,"0.00628
662109
375",406,234,237,235,"2.17187
5",2.21875,"2.60937
5"
"2019-09-
17T08:2
8:00.000
Z","0.02111
505999
999644
5",406,"0.00604
248046
875",406,234,237,235,"2.14062
5",2.25,2.59375
"2019-09-
17T08:2
9:00.000
Z","0.02120
657999
999821
2",408,"0.00619
506835
9375",406,234,237,234,2.15625,2.1875,"2.48437
5"
"2019-09-
17T08:3
1:00.000
Z","0.02104
576000
000815
7",406,"0.00601
196289
0625",406,234,237,235,2.125,"2.29687
5","2.39062
5"
"2019-09-
17T08:3
3:00.000
Z","0.02094
555999
999283
8",406,"0.00610
351562
5",406,233,237,235,2.125,"2.23437
5","2.45312
5"
"2019-09-
17T08:3
4:00.000
Z","0.02115
154000
000620
7",404,"0.00738
525390
625",404,232,236,234,2.15625,2.3125,2.53125
"2019-09-
17T08:3
6:00.000
Z","0.02089
349999
999103
7",404,"0.00744
628906
25",404,232,236,234,"2.14062
5",2.21875,2.375
"2019-09-
17T08:3
8:00.000
Z","0.02090
584000
000672",402,"0.00762
939453
125",402,231,236,234,"2.14062
5",2.1875,2.5625
"2019-09-
17T08:3
9:00.000
Z","0.02087
226000
000373
3",404,"0.00772
094726
5625",404,232,236,234,"2.07812
5",2.1875,2.625
"2019-09-
17T08:4
1:00.000
Z","0.02107
811999
999103",404,"0.00738
525390
625",404,234,235,233,"2.14062
5","2.23437
5","2.54687
5"
"2019-09-
17T08:4
3:00.000
Z","0.02111
733999
999705
6",404,"0.00793
457031
25",404,233,235,"2.29221
398410
34606e-
36","2.10937
5","2.26562
5","2.32812
5"
"2019-09-
17T08:4
5:00.000
Z","0.02065
215999
999782",404,"0.00753
784179
6875",404,233,235,234,2.09375,2.25,2.25
"2019-09-
17T08:4
6:00.000
Z","0.02085
662000
000593
2",404,"0.00775
146484
375",404,234,236,234,2.0625,"2.17187
5","2.48437
5"
"2019-09-
17T08:4
8:00.000
Z","0.02011
276000
000362",404,"0.00726
318359
375",404,235,235,234,"2.04687
5",2.25,2.34375
"2019-09-
17T08:5
0:00.000
Z","0.02065
593999
999691
7",404,"0.00778
198242
1875",402,233,235,233,2.25,"2.51562
5","2.04687
5"
"2019-09-
17T08:5
1:00.000
Z","0.02071
103999
999468",402,"0.00753
784179
6875",402,232,237,233,"2.07812
5",2.3125,"2.01562
5"
"2019-09-
17T08:5
3:00.000
Z","0.01986
568000
000261
3",402,"0.00778
198242
1875",402,232,236,233,"2.10937
5",2.125,"2.51562
5"
"2019-09-
17T08:5
5:00.000
Z","0.02042
896000
000473
5",404,"0.00775
146484
375",404,234,236,233,2.0625,2.15625,2.34375
"2019-09-
17T08:5
6:00.000
Z","0.02018
915999
999444
3",404,"0.00738
525390
625",404,234,234,233,"2.01562
5","2.17187
5",2.40625
"2019-09-
17T08:5
8:00.000
Z","0.01991
638000
000966
7",402,"0.00762
939453
125",402,232,236,233,2,2.15625,2.34375
"2019-09-
17T09:0
0:00.000
Z","0.02004
221999
998844
6",402,"0.00762
939453
125",402,232,236,233,"2.04687
5",2.125,2.375
